,Unnamed: 0,date,high,low,percent_change,stock_close,stock_open,ticker,volume,Company,industry,sector
1328,1328,2018-01-02,1190.0,1170.51,1.671,1189.01,1172.0,AMZN,2694494,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1329,1329,2018-01-03,1205.49,1188.3,1.278,1204.2,1188.3,AMZN,3108793,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1330,1330,2018-01-04,1215.87,1204.66,0.44799999999999995,1209.59,1205.0,AMZN,3022089,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1331,1331,2018-01-05,1229.14,1210.0,1.6159999999999999,1229.14,1217.51,AMZN,3544743,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1332,1332,2018-01-08,1253.08,1232.03,1.442,1246.87,1236.0,AMZN,4279475,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1333,1333,2018-01-09,1259.33,1241.76,0.46799999999999997,1252.7,1256.9,AMZN,3661316,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1334,1334,2018-01-10,1254.33,1237.23,0.13,1254.33,1245.15,AMZN,2686017,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1335,1335,2018-01-11,1276.77,1256.46,1.7819999999999998,1276.68,1259.74,AMZN,3125048,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1336,1336,2018-01-12,1305.76,1273.39,2.234,1305.2,1273.39,AMZN,5443730,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1337,1337,2018-01-16,1339.94,1292.3,-0.026000000000000002,1304.86,1323.0,AMZN,7220701,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1338,1338,2018-01-17,1314.0,1280.88,-0.7559999999999999,1295.0,1312.24,AMZN,5253754,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1339,1339,2018-01-18,1304.6,1284.02,-0.13,1293.32,1293.95,AMZN,4026915,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1340,1340,2018-01-19,1313.0,1292.99,0.09699999999999999,1294.58,1312.0,AMZN,4578536,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1341,1341,2018-01-22,1327.45,1296.66,2.528,1327.31,1297.17,AMZN,4140061,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1342,1342,2018-01-23,1364.9,1337.34,2.654,1362.54,1338.09,AMZN,5169306,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1343,1343,2018-01-24,1388.16,1338.0,-0.369,1357.51,1374.82,AMZN,6807457,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1344,1344,2018-01-25,1378.34,1357.62,1.506,1377.95,1368.0,AMZN,4753012,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1345,1345,2018-01-26,1402.53,1380.91,1.749,1402.05,1392.01,AMZN,4857310,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1346,1346,2018-01-29,1431.39,1400.44,1.115,1417.68,1409.18,AMZN,5701898,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1347,1347,2018-01-30,1439.25,1392.0,1.421,1437.82,1403.17,AMZN,5871942,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1348,1348,2018-01-31,1472.58,1450.04,0.909,1450.89,1451.3,AMZN,6424693,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1349,1349,2018-02-01,1459.88,1385.14,-4.197,1390.0,1445.0,AMZN,9113808,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1350,1350,2018-02-02,1498.0,1414.0,2.8739999999999997,1429.95,1477.39,AMZN,11125722,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1351,1351,2018-02-05,1458.98,1320.72,-2.7939999999999996,1390.0,1402.62,AMZN,11494985,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1352,1352,2018-02-06,1443.99,1351.79,3.801,1442.84,1361.46,AMZN,11066819,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1353,1353,2018-02-07,1460.99,1415.15,-1.806,1416.78,1449.0,AMZN,7162741,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1354,1354,2018-02-08,1433.75,1349.94,-4.678,1350.5,1429.67,AMZN,8578557,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1355,1355,2018-02-09,1383.5,1265.93,-0.807,1339.6,1373.49,AMZN,14141524,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1356,1356,2018-02-12,1393.81,1344.01,3.4810000000000003,1386.23,1364.67,AMZN,6738944,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1357,1357,2018-02-13,1419.72,1383.53,2.04,1414.51,1385.93,AMZN,5917879,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1358,1358,2018-02-14,1452.06,1403.36,2.583,1451.05,1406.25,AMZN,5959209,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1359,1359,2018-02-15,1468.94,1436.84,0.738,1461.76,1466.89,AMZN,5652736,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1360,1360,2018-02-16,1465.8,1446.56,-0.894,1448.69,1457.37,AMZN,4472564,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1361,1361,2018-02-20,1488.77,1446.49,1.357,1468.35,1446.49,AMZN,6499228,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1362,1362,2018-02-21,1503.49,1478.92,0.992,1482.92,1485.0,AMZN,6304351,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1363,1363,2018-02-22,1502.54,1475.76,0.163,1485.34,1495.36,AMZN,4858063,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1364,1364,2018-02-23,1500.0,1486.5,0.987,1500.0,1495.34,AMZN,4418103,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1365,1365,2018-02-26,1522.84,1507.0,1.463,1521.95,1509.2,AMZN,4954988,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1366,1366,2018-02-27,1526.78,1507.21,-0.655,1511.98,1524.5,AMZN,4808776,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
1367,1367,2018-02-28,1528.7,1512.0,0.031,1512.45,1519.51,AMZN,4515023,Amazon.com Inc.,Retail - Apparel & Specialty,Consumer Cyclical
